I;II;III;IV;V;GS;suma;BP;z-s;Liczba;b≥Ídy zagrywka;as;eff%;liczba;b≥Ídy przyjÍcie;poz%;perf%;liczba1;b≥Ídy atak;blok;Pkt;skut%;eff%1;pkt;wyblok;Nazwisko;Klub;Klucz;Data spotkania;Sezon;Faza;Kolejka
2;1;3;;;-;4;1;-3;9;2;0;-22%;0;0;-;-;13;2;3;3;23%;-15%;1;3;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;"
							20.04.2022, 17:00E.LECLERC MOYA Radomka Radom-2:3-I£ Capital Legionovia Legionowo";"
							20.04.2022, 17:00
					";2022/2023;play-off;J-1
3;2;4;3;4;-;1;1;1;17;0;0;12%;0;0;-;-;3;0;0;0;0%;0%;1;3;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;"
							20.04.2022, 17:00E.LECLERC MOYA Radomka Radom-2:3-I£ Capital Legionovia Legionowo";"
							20.04.2022, 17:00
					";2022/2023;play-off;J-1
5;;;;;;0;0;0;2;0;0;0%;1;0;0%;0%;2;0;0;0;0%;0%;0;2;1 Maja Tokarska ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
4;2;4;5;;;22;8;14;18;2;1;-6%;39;1;28%;13%;40;3;2;18;45%;33%;3;4;3 Olivia RÛøaÒski ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;*;*;*;;;1;1;0;5;1;1;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Magdalena Damaske-Dawid ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
*;*;*;*;;;1;1;0;3;0;0;0%;0;0;-;-;2;1;0;1;50%;0%;0;0;7 Daria Szczyrba ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
*;3;5;6;;;6;1;4;8;0;0;12%;1;1;0%;0%;5;1;0;4;80%;60%;2;0;8 Sonia Stefanik ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
1;5;1;2;;;12;3;8;14;1;1;7%;18;0;39%;17%;29;1;2;11;38%;28%;0;3;10 Yaprak Erkek ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
*;*;*;*;;;0;0;-2;0;0;0;-;23;2;57%;30%;0;0;0;0;-;-;0;0;11 Izabela LemaÒczyk (L);I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
*;*;;;;;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;12 Diana Dπbrowska ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Maja SzymaÒska ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;16 Klaudia Kulig (L);I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
6;4;6;1;;;16;3;7;14;2;1;-7%;1;0;100%;100%;39;4;3;15;38%;21%;0;1;17 Gyselle Silva Franco ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
2;6;2;3;;;11;3;7;10;3;0;-20%;3;0;100%;0%;12;1;0;8;67%;57%;3;0;18 Aleksandra Gryka ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
3;1;3;4;;;3;0;2;14;1;0;-7%;0;0;-;-;1;0;0;1;100%;100%;2;1;21 Alicja Grabka ;I£ Capital Legionovia Legionowo;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
4;1;5;2;;;15;6;6;13;1;0;-8%;27;2;26%;15%;32;4;2;14;44%;25%;1;2;1 Natalia Murek ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
3;6;4;1;;;5;2;2;21;2;1;0%;0;0;-;-;3;0;1;2;67%;33%;2;0;4 Aleksandra SzczepaÒska ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;;*;;;;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;6 Aleksandra WÛjcik ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
6;3;1;4;;;23;5;18;13;1;2;8%;1;0;100%;100%;44;1;3;20;45%;36%;1;0;8 Katarzyna ZaroúliÒska-KrÛl ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
2;5;3;6;;;7;0;3;14;3;0;-14%;0;0;-;-;13;1;0;7;54%;46%;0;4;9 Freya Aelbrecht ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Kamila Kobus ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
1;4;2;5;;;15;3;6;14;1;0;0%;18;1;44%;22%;34;3;4;15;44%;24%;0;0;12 Alexandra LaziÊ ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
;;*;*;;;0;0;0;3;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;13 Renata Bia≥a ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
5;2;6;3;;;6;3;5;16;1;1;0%;1;0;100%;100%;4;0;0;2;50%;50%;3;0;15 Kornelia Moskwa ;E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
*;*;*;*;;;0;0;-1;0;0;0;-;34;1;29%;21%;0;0;0;0;-;-;0;0;16 Agnieszka Adamek (L);E.LECLERC MOYA Radomka Radom;"
							24.04.2022, 19:00I£ Capital Legionovia Legionowo-0:3-E.LECLERC MOYA Radomka Radom";"
							24.04.2022, 19:00
					";2022/2023;play-off;J-2
2;1;2;;;-;8;4;3;13;4;0;-31%;2;0;0%;0%;8;1;0;4;50%;38%;4;2;2 Marta Orzy≥owska ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
1;6;1;;;-;17;6;9;13;0;0;0%;22;0;55%;32%;44;6;2;16;36%;18%;1;1;3 Kinga Stronias ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
4;3;4;;;-;16;2;7;20;2;0;0%;25;1;40%;24%;32;2;4;14;44%;25%;2;3;5 Regiane Bidias ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
5;4;5;;;-;6;2;1;11;3;0;-27%;0;0;-;-;7;2;0;4;57%;28%;2;9;7 Vivian Pellegrino ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Gabriela Borawska ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;*;*;;;-;0;0;0;0;0;0;-;3;0;33%;0%;0;0;0;0;-;-;0;0;10 Marta Pamu≥a ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;1;11 Aleksandra MuszyÒska ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;*;*;;;-;0;0;-4;0;0;0;-;24;4;58%;21%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;*;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Weronika Wo≥odko ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
3;2;3;;;-;3;3;2;11;0;1;9%;0;0;-;-;1;0;1;0;0%;-100%;2;1;17 Gabriela Makarowska-Kulej ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;18 Oliwia Sieradzka ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
6;5;6;;;-;14;8;7;12;1;1;0%;0;0;-;-;32;4;2;11;34%;16%;2;2;20 Anna BπczyÒska ;UNI Opole;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
1;1;1;;;-;16;6;11;12;0;1;17%;30;1;30%;7%;34;2;2;14;41%;28%;1;2;1 Aleksandra Kaza≥a ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;6;;;;-;0;0;0;4;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;2;3 Ewelina Polak ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;4;4;;;-;13;5;6;10;2;1;-10%;13;0;38%;15%;27;2;3;11;41%;22%;1;1;5 Martyna Borowczak ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;*;*;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;6 Julia Mazur (L);BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
5;5;5;;;-;5;2;3;13;1;0;0%;0;0;-;-;7;0;1;4;57%;43%;1;6;8 Magdalena Janiuk ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
6;*;6;;;-;0;0;0;11;0;0;9%;0;0;-;-;2;0;0;0;0%;0%;0;0;10 Karina Chmielewska ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
2;2;2;;;-;8;5;4;18;2;2;6%;0;0;-;-;10;0;2;3;30%;10%;3;2;11 Dominika Pierzcha≥a ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Martyna åwirad ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
*;*;*;;;-;0;0;-1;0;0;0;-;25;1;44%;20%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;17 Koleta £yszkiewicz ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
3;3;;;;-;4;1;0;7;1;0;0%;0;0;-;-;15;0;3;3;20%;0%;1;3;18 Gabriela Orvosova ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
;*;3;;;-;8;1;6;6;2;0;-33%;0;0;-;-;13;0;0;6;46%;46%;2;0;19 Alina Bartkowska ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
4;;*;;;-;3;1;0;3;0;1;33%;2;0;0%;0%;8;1;2;2;25%;-12%;0;1;22 Weronika Szlagowska ;BKS BOSTIK Bielsko-Bia≥a;"
							14.04.2022, 17:00UNI Opole-0:3-BKS BOSTIK Bielsko-Bia≥a";"
							14.04.2022, 17:00
					";2022/2023;play-off;I-1
1;1;1;1;;1;15;7;8;19;1;2;11%;33;2;42%;9%;29;2;2;12;41%;28%;1;0;1 Aleksandra Kaza≥a ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;*;*;6;;*;1;0;1;6;0;0;0%;0;0;-;-;2;0;0;1;50%;50%;0;0;3 Ewelina Polak ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
4;4;4;*;;4;16;2;2;12;3;0;-8%;34;5;35%;9%;35;3;3;15;43%;26%;1;1;5 Martyna Borowczak ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
*;;;*;;*;0;0;0;0;0;0;-;6;0;17%;0%;0;0;0;0;-;-;0;0;6 Julia Mazur (L);BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
5;5;5;5;;5;9;5;7;16;1;1;6%;0;0;-;-;15;0;1;5;33%;27%;3;2;8 Magdalena Janiuk ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
6;6;6;*;;6;3;2;2;9;1;1;11%;0;0;-;-;1;0;0;0;0%;0%;2;4;10 Karina Chmielewska ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
2;2;2;2;;;5;3;2;19;3;3;0%;0;0;-;-;4;0;0;2;50%;50%;0;0;11 Dominika Pierzcha≥a ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;;*;;2;3;2;2;5;1;0;-20%;0;0;-;-;1;0;0;1;100%;100%;2;0;13 Martyna åwirad ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
*;*;*;*;;;0;0;-2;0;0;0;-;20;2;25%;15%;0;0;0;0;-;-;0;0;16 Kinga Drabek (L);BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;*;;;;;1;0;0;1;1;0;-100%;0;0;-;-;2;0;0;1;50%;50%;0;0;17 Koleta £yszkiewicz ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
3;3;3;3;;3;24;7;17;12;0;0;0%;1;0;0%;0%;39;3;4;20;51%;33%;4;2;18 Gabriela Orvosova ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;*;;;;;0;0;-1;1;1;0;-100%;0;0;-;-;0;0;0;0;-;-;0;0;19 Alina Bartkowska ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;*;;4;;;4;2;-1;2;0;0;0%;8;1;38%;13%;12;2;2;2;17%;-17%;2;0;22 Weronika Szlagowska ;BKS BOSTIK Bielsko-Bia≥a;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
1;2;1;2;;1;15;8;10;15;2;2;0%;1;0;100%;0%;16;1;2;10;63%;44%;3;1;2 Marta Orzy≥owska ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
6;1;6;1;;6;18;2;10;13;0;1;15%;30;4;40%;20%;37;1;3;17;46%;35%;0;1;3 Kinga Stronias ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
3;4;3;4;;3;18;7;5;13;1;0;-8%;22;2;50%;18%;44;5;5;17;39%;16%;1;2;5 Regiane Bidias ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
4;5;4;5;;4;16;10;9;17;4;3;-6%;1;0;0%;0%;14;1;2;10;71%;50%;3;2;7 Vivian Pellegrino ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;9 Gabriela Borawska ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;*;*;;*;0;0;0;0;0;0;-;5;0;60%;0%;0;0;0;0;-;-;0;0;10 Marta Pamu≥a ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;;;;;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;11 Aleksandra MuszyÒska ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
*;*;*;*;;*;0;0;-1;0;0;0;-;30;1;50%;10%;0;0;0;0;-;-;0;0;13 Adriana Adamek (L);UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
*;;*;*;;*;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;14 Weronika Wo≥odko ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
2;3;2;3;;2;5;2;5;27;0;0;15%;1;0;0%;0%;1;0;0;1;100%;100%;4;1;17 Gabriela Makarowska-Kulej ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
5;6;5;6;;5;12;6;5;20;3;4;15%;0;0;-;-;22;1;3;7;32%;14%;1;2;18 Oliwia Sieradzka ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;*;*;;*;0;0;0;7;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;20 Anna BπczyÒska ;UNI Opole;"
							20.04.2022, 19:00BKS BOSTIK Bielsko-Bia≥a-1:3-UNI Opole";"
							20.04.2022, 19:00
					";2022/2023;play-off;I-2
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;1 Marta Wellna ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
;*;;;;-;1;0;-1;5;1;0;-20%;0;0;-;-;3;1;0;1;33%;0%;0;0;3 Aleksandra Gromadowska ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
6;1;6;;;-;12;8;9;7;1;1;0%;2;0;50%;0%;9;1;1;5;56%;33%;6;2;5 Magdalena Hawry≥a ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
5;6;5;;;-;13;9;12;13;0;1;8%;12;0;67%;17%;23;1;0;9;39%;35%;3;2;7 Andrea Kossanyiova ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
;*;;;;-;0;0;0;1;0;0;0%;0;0;-;-;0;0;0;0;-;-;0;0;11 Adrianna Szady ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
;;;;;-;0;0;0;0;0;0;-;0;0;-;-;0;0;0;0;-;-;0;0;13 Joanna Chorπøa ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
1;2;1;;;-;17;9;11;8;1;0;-12%;0;0;-;-;29;2;3;14;48%;31%;3;0;15 Nina KociÊ ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
*;*;*;;;-;0;0;0;0;0;0;-;8;0;50%;0%;0;0;0;0;-;-;0;0;17 Anna BodasiÒska (L);#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
4;5;4;;;-;3;3;3;16;0;1;25%;0;0;-;-;0;0;0;0;-;-;2;0;19 Anna Kaczmar ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
2;3;2;;;-;8;3;2;11;2;2;0%;29;2;34%;7%;18;1;1;6;33%;22%;0;1;20 Yunieska Robles Batista ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
3;4;3;;;-;11;2;9;17;0;0;6%;2;0;50%;0%;13;1;1;8;62%;46%;3;1;22 Karolina Fedorek ;#VolleyWroc≥aw;"
							01.04.2022, 19:00#VolleyWroc≥aw-3:0-Energa MKS Kalisz";"
							01.04.2022, 19:00
					";2022/2023;play-off;H-1
